Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-12-08,BPCL,EQ,499.1,498.5,515.9,498.45,514.15,514.45,508.0,2816688,143087899145000.0,63408,1160266,0.4119
2017-12-11,BPCL,EQ,514.45,519.85,521.65,512.2,514.15,514.2,516.61,2567093,132617365400000.0,53388,911850,0.3552
2017-12-12,BPCL,EQ,514.2,517.0,517.9,497.1,498.65,498.95,502.53,1976642,99332809695000.0,30545,559391,0.28300000000000003
2017-12-13,BPCL,EQ,498.95,500.0,512.5,495.05,507.35,506.3,507.09,3006485,152455541050000.0,40780,706852,0.23510000000000003
2017-12-14,BPCL,EQ,506.3,509.95,515.7,505.45,513.0,513.55,511.0,3908315,199714718770000.0,62765,1617708,0.4139
2017-12-15,BPCL,EQ,513.55,524.0,525.0,516.2,524.95,523.05,521.52,3885064,202613127070000.0,77775,2508856,0.6458
2017-12-18,BPCL,EQ,523.05,522.4,529.85,505.35,529.25,526.4,521.08,4986311,259828295230000.03,78508,2736068,0.5487
2017-12-19,BPCL,EQ,526.4,529.0,533.95,526.05,532.7,533.05,531.77,3899556,207367054945000.0,64421,2185706,0.5605
2017-12-20,BPCL,EQ,533.05,534.0,534.9,526.95,533.3,532.05,531.15,2725082,144743576295000.0,49101,1600067,0.5872
2017-12-21,BPCL,EQ,532.05,531.0,540.5,528.25,533.0,535.1,535.7,2747860,147202886795000.0,43271,1370156,0.4986
2017-12-22,BPCL,EQ,535.1,533.1,536.6,529.3,536.1,535.15,533.73,1886590,100692698535000.0,50542,1002823,0.5316
2017-12-26,BPCL,EQ,535.15,534.9,542.5,530.8,535.9,538.9,535.92,2023385,108438076255000.0,47382,868207,0.4291
2017-12-27,BPCL,EQ,538.9,534.95,541.2,531.25,534.0,533.4,536.7,1783603,95726653625000.0,37676,793792,0.445
2017-12-28,BPCL,EQ,533.4,531.65,537.9,522.1,522.8,526.2,528.64,4992425,263917730494999.97,60455,3181620,0.6373
2017-12-29,BPCL,EQ,526.2,523.25,529.75,515.4,517.5,517.7,520.88,1604217,83559845660000.0,33714,505979,0.3154
2018-01-01,BPCL,EQ,517.7,518.0,523.0,507.2,508.75,508.6,512.53,1940293,99445935175000.0,23827,910182,0.46909999999999996
2018-01-02,BPCL,EQ,508.6,511.3,512.95,497.2,499.6,499.8,501.04,2536583,127093977965000.02,42921,1102033,0.43450000000000005
2018-01-03,BPCL,EQ,499.8,500.15,504.9,493.4,494.35,494.9,498.08,3870814,192796395225000.0,90579,1967305,0.5082
2018-01-04,BPCL,EQ,494.9,495.0,495.5,490.5,491.5,491.5,492.12,2720308,133873107230000.0,56022,1665833,0.6124
2018-01-05,BPCL,EQ,491.5,491.0,494.0,483.7,488.45,487.7,487.77,2939239,143367771335000.0,70045,1734527,0.5901
2018-01-08,BPCL,EQ,487.7,490.0,501.5,490.0,496.95,497.2,496.2,4990626,247636643130000.03,113503,2880953,0.5773
2018-01-09,BPCL,EQ,497.2,499.0,500.75,491.25,496.0,496.1,496.32,3653710,181339264360000.0,89865,2001695,0.5479
2018-01-10,BPCL,EQ,496.1,494.55,498.2,493.5,493.5,494.3,495.27,3121408,154594748595000.0,70917,1938504,0.621
2018-01-11,BPCL,EQ,494.3,495.0,495.0,488.75,491.55,492.4,490.91,2958652,145244082915000.0,71437,1623528,0.5487
2018-01-12,BPCL,EQ,492.4,490.5,493.0,487.65,489.6,489.9,490.52,2808710,137773156984999.98,63496,1784219,0.6352000000000001
2018-01-15,BPCL,EQ,489.9,490.2,493.9,485.8,487.3,487.2,489.44,4078228,199603051935000.0,97949,2625377,0.6437999999999999
2018-01-16,BPCL,EQ,487.2,488.0,488.15,475.45,479.0,479.45,478.95,4661889,223281417894999.97,100435,2337399,0.5014000000000001
2018-01-17,BPCL,EQ,479.45,479.0,484.0,474.75,479.9,479.85,478.68,3397744,162642111970000.0,51521,1997037,0.5878
2018-01-18,BPCL,EQ,479.85,480.1,482.75,468.0,470.1,470.25,474.51,3671246,174204100835000.0,77494,2423504,0.6601
2018-01-19,BPCL,EQ,470.25,471.9,478.5,465.4,477.05,477.3,472.6,3908165,184700388030000.0,80221,2176789,0.557
2018-01-22,BPCL,EQ,477.3,480.0,480.05,465.25,469.6,469.15,469.16,2168115,101718264200000.0,48556,846889,0.39060000000000006
2018-01-23,BPCL,EQ,469.15,472.9,483.0,469.0,480.55,481.15,476.05,3779440,179919845140000.0,86786,2210423,0.5849000000000001
2018-01-24,BPCL,EQ,481.15,481.0,482.5,473.15,481.7,480.5,478.05,2540792,121463803645000.0,51619,1538549,0.6055
2018-01-25,BPCL,EQ,480.5,486.0,486.5,473.6,480.75,480.65,479.69,4016765,192679845155000.0,60548,2441674,0.6079
2018-01-29,BPCL,EQ,480.65,480.5,480.55,468.25,469.5,469.8,473.18,2647116,125256100405000.0,64191,1528215,0.5773
2018-01-30,BPCL,EQ,469.8,469.2,492.6,468.95,480.9,485.6,483.87,6592554,318990891505000.0,78386,3555207,0.5393
2018-01-31,BPCL,EQ,485.6,486.0,493.6,483.35,490.1,492.3,489.49,6111327,299144259700000.0,169004,3970294,0.6497
2018-02-01,BPCL,EQ,492.3,491.1,493.9,481.45,489.0,490.35,488.5,3649443,178274183625000.0,51609,2064724,0.5658
2018-02-02,BPCL,EQ,490.35,483.05,492.6,472.35,472.8,477.15,485.4,2990091,145139591870000.0,45927,1693672,0.5664
2018-02-05,BPCL,EQ,477.15,470.0,488.75,466.05,477.5,475.95,478.86,3435092,164492281600000.0,49664,1828278,0.5322
2018-02-06,BPCL,EQ,475.95,465.0,477.9,465.0,467.5,467.2,469.57,3148093,147824578110000.0,51987,1687127,0.5359
2018-02-07,BPCL,EQ,467.2,473.05,481.6,468.65,478.5,476.25,475.84,3631470,172801384830000.0,66204,1650711,0.4546
2018-02-08,BPCL,EQ,476.25,483.4,494.0,476.8,479.1,478.2,487.26,6038834,294246338230000.0,87021,3373461,0.5586
2018-02-09,BPCL,EQ,478.2,476.0,479.9,468.7,475.15,475.4,473.81,2862450,135625426790000.02,46360,950999,0.3322
2018-02-12,BPCL,EQ,475.4,481.0,481.8,462.5,466.5,467.55,466.76,4569433,213283734790000.0,60372,2590762,0.5670000000000001
2018-02-14,BPCL,EQ,467.55,469.0,469.9,459.1,460.0,460.1,462.24,4451284,205758144425000.0,74803,2830321,0.6358
2018-02-15,BPCL,EQ,460.1,461.0,476.65,461.0,475.65,475.05,469.75,4723739,221895713390000.0,65044,2357257,0.499
2018-02-16,BPCL,EQ,475.05,477.0,477.75,465.0,465.25,465.7,468.89,2413209,113153045820000.0,43294,1179517,0.4888
2018-02-19,BPCL,EQ,465.7,468.0,468.25,453.4,456.25,456.85,458.93,1842905,84575877920000.0,50284,796557,0.4322
2018-02-20,BPCL,EQ,456.85,457.2,459.6,451.85,453.2,453.05,454.38,2250010,102236013695000.0,40870,950475,0.42240000000000005
2018-02-21,BPCL,EQ,453.05,458.15,458.15,440.1,447.5,447.55,445.08,9163043,407827719670000.0,95451,6539731,0.7137000000000001
2018-02-22,BPCL,EQ,447.55,431.2,435.85,425.45,428.1,427.45,428.54,8907361,381716337885000.0,96603,4817048,0.5408
2018-02-23,BPCL,EQ,427.45,429.05,433.0,422.7,430.2,429.9,428.57,3418049,146488419995000.0,79930,1689584,0.4943
2018-02-26,BPCL,EQ,429.9,434.0,443.0,431.1,431.85,433.0,437.03,5897086,257721309335000.0,83867,3532358,0.599
2018-02-27,BPCL,EQ,433.0,435.5,436.35,424.45,427.8,426.95,428.75,6814803,292187506125000.0,92574,4406067,0.6465000000000001
2018-02-28,BPCL,EQ,426.95,425.0,430.85,424.15,429.25,429.55,428.01,6071324,259859634760000.0,56664,4485058,0.7387
2018-03-01,BPCL,EQ,429.55,432.0,443.9,430.2,442.8,441.9,439.75,6222197,273622048130000.03,97230,3022538,0.4858
2018-03-05,BPCL,EQ,441.9,441.55,441.75,433.0,434.0,434.3,434.85,2843005,123628046605000.0,68693,1904807,0.67
2018-03-06,BPCL,EQ,434.3,441.0,455.0,435.5,445.1,445.2,446.44,7854169,350641634335000.0,84501,3122177,0.3975
2018-03-07,BPCL,EQ,445.2,445.1,448.65,438.7,444.95,443.4,444.34,3474437,154384348870000.0,64187,1925802,0.5543
2018-03-08,BPCL,EQ,443.4,446.0,446.95,431.6,441.95,442.2,439.64,3945689,173467638820000.0,55522,2180108,0.5525
2018-03-09,BPCL,EQ,442.2,443.2,444.9,438.0,440.2,439.4,441.19,3712782,163804234685000.0,68199,2435896,0.6561
2018-03-12,BPCL,EQ,439.4,440.0,448.0,437.95,446.5,446.75,442.17,2541996,112400653509999.98,47005,1326968,0.522
2018-03-13,BPCL,EQ,446.75,447.0,468.4,445.55,464.85,466.65,462.17,4170537,192750157215000.0,66679,1678231,0.40240000000000004
2018-03-14,BPCL,EQ,466.65,464.0,464.45,457.45,462.8,462.8,461.21,2851889,131532039390000.02,57233,1293749,0.4536
2018-03-15,BPCL,EQ,462.8,462.0,465.5,456.1,462.0,462.05,460.53,1828571,84211855360000.0,29425,746168,0.4081
2018-03-16,BPCL,EQ,462.05,456.5,458.5,443.0,446.2,447.55,448.95,6147327,275985321240000.0,124095,3309324,0.5383
2018-03-19,BPCL,EQ,447.55,446.0,446.0,429.0,431.0,430.75,431.72,4955340,213930528120000.0,104822,2429829,0.4903
2018-03-20,BPCL,EQ,430.75,429.0,438.8,422.5,426.0,424.9,430.24,2812798,121018793905000.0,38728,1285096,0.4569
2018-03-21,BPCL,EQ,424.9,426.7,434.5,424.75,430.65,430.65,430.09,2900337,124741189334999.98,40571,1282280,0.4421
2018-03-22,BPCL,EQ,430.65,432.5,432.5,413.6,414.0,414.7,418.16,4748632,198567908915000.0,120506,1946047,0.4098
2018-03-23,BPCL,EQ,414.7,409.9,417.55,406.25,412.1,413.45,411.9,3663740,150909125615000.0,71290,1139353,0.311
2018-03-26,BPCL,EQ,413.45,412.5,422.8,402.5,422.8,419.55,409.91,3729942,152894565140000.0,44841,1058804,0.2839
2018-03-27,BPCL,EQ,419.55,422.8,426.0,415.15,419.2,420.75,420.52,4748218,199673805990000.0,92809,1932003,0.4069
2018-03-28,BPCL,EQ,420.75,419.0,430.0,415.65,427.65,427.45,425.8,5863342,249658826450000.0,90430,3158216,0.5386
2018-04-02,BPCL,EQ,427.45,428.85,433.5,422.25,423.6,423.4,424.97,2292147,97409068360000.0,58900,1162015,0.507
2018-04-03,BPCL,EQ,423.4,423.7,429.8,423.7,425.95,426.25,427.23,3570144,152527952605000.0,66121,2107220,0.5902000000000001
2018-04-04,BPCL,EQ,426.25,429.0,429.0,413.8,414.5,414.95,418.72,2451414,102645607795000.0,75422,1011061,0.41240000000000004
2018-04-05,BPCL,EQ,414.95,417.65,423.6,416.55,421.5,422.45,420.76,1836525,77273653305000.0,41332,651051,0.35450000000000004
2018-04-06,BPCL,EQ,422.45,423.0,435.2,423.0,433.2,433.95,431.2,3530121,152219813670000.0,42861,1381088,0.3912
2018-04-09,BPCL,EQ,433.95,437.9,453.85,435.0,450.35,450.35,447.96,6248014,279885190610000.0,85728,2588593,0.4143
2018-04-10,BPCL,EQ,450.35,454.0,454.5,439.2,453.45,451.15,448.39,5034563,225743906085000.0,93090,2748264,0.5459
2018-04-11,BPCL,EQ,451.15,446.95,451.0,415.1,415.4,417.3,422.99,18488413,782039489810000.0,172098,9259684,0.5008
2018-04-12,BPCL,EQ,417.3,414.0,423.25,402.45,417.0,418.65,412.03,19347963,797191391625000.0,181872,7119903,0.368
2018-04-13,BPCL,EQ,418.65,421.0,421.95,403.5,406.0,405.4,410.35,8810694,361550729450000.0,161415,3361059,0.3815
2018-04-16,BPCL,EQ,405.4,405.0,410.85,400.05,407.7,408.2,406.12,5507775,223684435455000.03,74084,1363225,0.2475
2018-04-17,BPCL,EQ,408.2,410.0,412.4,403.45,409.95,410.65,408.17,6389248,260792758890000.0,67881,2785377,0.43590000000000007
2018-04-18,BPCL,EQ,410.65,407.2,409.0,402.55,405.5,405.2,405.19,5162348,209175452010000.0,93598,1922985,0.3725
2018-04-19,BPCL,EQ,405.2,396.0,397.85,375.35,376.4,376.55,382.56,15936417,609657298815000.0,189628,6787724,0.42590000000000006
2018-04-20,BPCL,EQ,376.55,371.85,381.9,369.85,371.0,371.4,375.36,11704053,439320479780000.0,136833,3743003,0.31980000000000003
2018-04-23,BPCL,EQ,371.4,376.0,385.2,373.6,381.25,381.35,379.19,8684457,329307878205000.0,89573,2236872,0.2576
2018-04-24,BPCL,EQ,381.35,376.1,388.45,376.0,383.2,383.7,383.46,6391570,245088623935000.0,90876,1778168,0.2782
2018-04-25,BPCL,EQ,383.7,385.3,390.95,382.15,385.2,385.8,387.42,6676411,258657939340000.0,104463,3367395,0.5044
2018-04-26,BPCL,EQ,385.8,388.3,388.3,377.2,387.0,385.5,381.91,3946642,150724797915000.0,55315,1108753,0.2809
2018-04-27,BPCL,EQ,385.5,387.85,394.75,383.2,389.0,390.15,391.13,4446504,173916965215000.0,64184,1435249,0.32280000000000003
2018-04-30,BPCL,EQ,390.15,395.0,396.45,384.1,386.55,387.35,389.32,3962157,154253486950000.0,59705,1632339,0.41200000000000003
2018-05-02,BPCL,EQ,387.35,390.6,391.25,380.0,380.75,380.95,383.99,2297416,88217435045000.0,63768,873756,0.3803
2018-05-03,BPCL,EQ,380.95,380.2,380.55,374.0,377.5,377.7,377.27,2889031,108994272005000.0,39170,813132,0.2815
2018-05-04,BPCL,EQ,377.7,375.0,383.55,372.1,379.7,380.2,379.31,3667556,139115524450000.0,35371,1405548,0.3832
2018-05-07,BPCL,EQ,380.2,375.5,388.3,374.0,385.7,385.8,382.72,3809454,145795582385000.0,36971,1102392,0.28940000000000005
2018-05-08,BPCL,EQ,385.8,381.0,395.4,381.0,393.0,392.6,390.69,5972247,233327937725000.0,68768,2108900,0.3531
2018-05-09,BPCL,EQ,392.6,381.25,387.5,377.45,385.0,385.45,382.1,10857613,414869997265000.0,95059,4367170,0.4022
2018-05-10,BPCL,EQ,385.45,385.9,391.35,380.85,390.0,390.2,388.06,4196834,162864303725000.0,49473,1626839,0.3876
2018-05-11,BPCL,EQ,390.2,389.25,400.5,389.25,399.9,399.3,397.87,4525599,180058139640000.0,43741,1556952,0.344
2018-05-14,BPCL,EQ,399.3,402.0,410.4,399.45,404.5,404.2,404.45,4045396,163616245220000.0,78858,1317940,0.3258
2018-05-15,BPCL,EQ,404.2,402.0,413.0,399.55,405.95,405.8,407.93,5175926,211142672965000.0,85179,2366822,0.4573
2018-05-16,BPCL,EQ,405.8,405.8,405.8,396.1,397.0,398.35,399.58,4858677,194142934015000.0,71941,2755797,0.5672
2018-05-17,BPCL,EQ,398.35,395.0,395.0,385.15,390.5,390.6,389.64,6449296,251291752744999.97,59587,3005928,0.4661
2018-05-18,BPCL,EQ,390.6,389.0,392.75,382.7,387.65,386.35,386.87,6591571,255007169844999.97,79739,2542018,0.38560000000000005
2018-05-21,BPCL,EQ,386.35,388.0,394.7,385.5,393.9,393.85,391.83,4331525,169720351865000.0,57217,2547382,0.5881000000000001
2018-05-22,BPCL,EQ,393.85,395.5,400.45,388.4,396.85,397.6,394.73,5789219,228518180555000.03,67562,3078470,0.5318
2018-05-23,BPCL,EQ,397.6,393.8,394.5,370.05,376.0,373.95,376.47,9982653,375818102030000.0,139090,4302635,0.43100000000000005
2018-05-24,BPCL,EQ,373.95,376.0,376.85,359.55,370.0,371.35,367.34,8733949,320833973395000.0,107625,3905411,0.4472
2018-05-25,BPCL,EQ,371.35,371.0,383.0,367.25,381.3,380.55,376.33,8218196,309273257935000.0,81957,4090007,0.49770000000000003
2018-05-28,BPCL,EQ,380.55,395.0,405.35,393.0,401.25,402.0,400.88,7161336,287085463635000.0,77278,2909108,0.4062
2018-05-29,BPCL,EQ,402.0,402.1,410.65,400.3,404.45,405.35,405.79,4902822,198949227550000.0,74578,1576027,0.3215
2018-05-30,BPCL,EQ,405.35,407.5,409.0,395.95,400.2,400.25,400.4,6102774,244355424310000.0,82920,2374994,0.38920000000000005
2018-05-31,BPCL,EQ,400.25,400.25,407.7,392.95,406.0,403.95,402.23,8807443,354260659595000.0,96152,4840071,0.5495
2018-06-01,BPCL,EQ,403.95,405.0,411.5,403.55,408.55,409.25,408.6,5185052,211863323985000.0,70423,2355074,0.45420000000000005
2018-06-04,BPCL,EQ,409.25,411.1,417.05,393.05,407.9,408.5,407.62,7862335,320481214590000.0,124496,3311846,0.42119999999999996
2018-06-05,BPCL,EQ,408.5,409.9,410.45,403.05,406.8,405.35,406.91,3511616,142891434410000.0,102426,1878499,0.5349
2018-06-06,BPCL,EQ,405.35,408.0,412.0,405.1,409.0,410.0,408.34,2931303,119696725925000.0,49738,1522697,0.5195000000000001
2018-06-07,BPCL,EQ,410.0,411.0,417.85,410.2,415.95,416.05,414.55,3043594,126171247955000.0,55383,1245058,0.40909999999999996
2018-06-08,BPCL,EQ,416.05,412.1,412.8,404.9,410.0,409.85,408.07,3242037,132298507925000.0,55571,1177614,0.3632
2018-06-11,BPCL,EQ,409.85,410.0,418.0,408.6,414.2,414.4,415.31,6333917,263054554390000.0,41984,4671894,0.7376
2018-06-12,BPCL,EQ,414.4,418.0,420.5,414.7,415.5,415.1,416.82,3432976,143094960420000.0,61534,1827868,0.5324
2018-06-13,BPCL,EQ,415.1,417.5,421.45,413.6,419.0,419.9,418.43,5181852,216825835910000.0,85533,3287132,0.6344
2018-06-14,BPCL,EQ,419.9,419.9,419.9,413.7,418.0,416.35,415.94,3748520,155916026130000.0,76663,2748200,0.7331000000000001
2018-06-15,BPCL,EQ,416.35,416.5,416.6,409.3,411.35,412.25,413.31,6200928,256290118005000.03,87362,4931991,0.7954000000000001
2018-06-18,BPCL,EQ,412.25,419.5,429.15,415.75,421.5,423.1,422.61,6473424,273572728515000.0,93306,2887391,0.446
2018-06-19,BPCL,EQ,423.1,418.85,420.0,408.45,413.6,413.6,412.11,4299021,177167415425000.0,80197,2153804,0.501
2018-06-20,BPCL,EQ,413.6,415.0,418.0,405.05,411.0,410.7,410.18,3012519,123568635155000.0,35818,1412958,0.469
2018-06-21,BPCL,EQ,410.7,414.9,426.4,407.25,426.0,421.95,414.66,4296333,178153533225000.0,87762,1693607,0.39420000000000005
2018-06-22,BPCL,EQ,421.95,423.0,429.0,420.2,424.05,426.35,425.81,7297576,310738955600000.0,96057,2120233,0.29050000000000004
2018-06-25,BPCL,EQ,426.35,424.0,425.0,409.3,412.0,412.0,413.6,5366864,221975124435000.0,78840,2262696,0.4216
2018-06-26,BPCL,EQ,412.0,407.65,417.75,407.5,415.15,415.25,414.89,4210730,174698014565000.0,63660,2080566,0.4941
2018-06-27,BPCL,EQ,415.25,408.0,408.7,378.4,380.65,382.8,391.58,8500664,332872034845000.0,87646,2345707,0.2759
2018-06-28,BPCL,EQ,382.8,372.0,385.2,363.5,369.0,366.95,372.6,13350963,497455671120000.0,126557,3477965,0.2605
2018-06-29,BPCL,EQ,366.95,370.0,378.9,361.85,375.0,373.3,371.05,6923201,256882728235000.0,82712,1305836,0.1886
2018-07-02,BPCL,EQ,373.3,375.0,378.0,367.25,368.3,369.2,370.61,4534866,168064556475000.0,47652,1491612,0.3289
2018-07-03,BPCL,EQ,369.2,367.75,376.75,364.1,373.65,373.9,372.96,3996833,149065911840000.0,57492,1118899,0.2799
2018-07-04,BPCL,EQ,373.9,373.0,375.45,364.65,369.0,367.85,368.01,3360223,123658722530000.0,57753,1233760,0.36719999999999997
2018-07-05,BPCL,EQ,367.85,371.7,375.5,369.1,371.3,371.55,372.34,4211975,156827838900000.0,54457,901351,0.214
2018-07-06,BPCL,EQ,371.55,375.0,381.4,372.55,373.4,374.55,378.25,6921258,261797607510000.0,76922,2961333,0.4279
2018-07-09,BPCL,EQ,374.55,376.0,378.6,371.1,376.35,376.3,375.76,2290472,86065687100000.0,39935,557820,0.24350000000000002
2018-07-10,BPCL,EQ,376.3,376.4,377.75,373.55,374.8,375.25,375.75,1687856,63420649615000.0,35225,477819,0.2831
2018-07-11,BPCL,EQ,375.25,375.9,379.0,363.75,370.8,366.5,369.14,4161891,153631044255000.0,66374,1926254,0.46280000000000004
2018-07-12,BPCL,EQ,366.5,386.0,386.0,376.05,377.1,377.35,380.67,6037471,229830524040000.0,59122,1089346,0.1804
2018-07-13,BPCL,EQ,377.35,381.1,389.0,375.3,387.05,386.65,382.97,5863561,224557941400000.0,80503,1973152,0.33649999999999997
2018-07-16,BPCL,EQ,386.65,385.0,392.0,379.9,383.0,382.2,385.22,3535136,136181869755000.0,55326,1144790,0.32380000000000003
2018-07-17,BPCL,EQ,382.2,389.95,395.5,384.6,393.95,392.65,391.19,7021980,274690779750000.0,88361,1591129,0.2266
2018-07-18,BPCL,EQ,392.65,396.0,404.85,393.9,401.5,402.35,399.7,6700271,267807272919999.97,95470,2157361,0.322
2018-07-19,BPCL,EQ,402.35,399.9,402.95,391.45,399.5,398.3,397.94,2945262,117202489330000.0,50095,592030,0.201
2018-07-20,BPCL,EQ,398.3,394.1,395.0,384.15,388.7,388.85,389.09,4250615,165389087910000.0,73255,1204769,0.2834
2018-07-23,BPCL,EQ,388.85,391.5,400.5,384.6,389.1,389.7,391.87,3779284,148098877795000.0,45510,1131434,0.2994
2018-07-24,BPCL,EQ,389.7,392.7,397.95,389.65,396.2,396.95,394.05,2829717,111504912684999.98,59228,1057816,0.3738
2018-07-25,BPCL,EQ,396.95,391.35,399.3,388.55,394.95,395.65,393.85,2749066,108273023470000.0,36326,804974,0.2928
2018-07-26,BPCL,EQ,395.65,390.75,396.3,387.7,388.7,388.9,390.44,5872115,229270663794999.97,56643,3149317,0.5363
2018-07-27,BPCL,EQ,388.9,390.0,399.0,384.05,396.6,397.2,391.07,3490928,136519530240000.02,42564,692328,0.19829999999999998
2018-07-30,BPCL,EQ,397.2,399.0,407.5,392.7,395.55,395.75,398.82,4155413,165724773975000.0,51319,1357683,0.32670000000000005
2018-07-31,BPCL,EQ,395.75,391.1,392.9,385.65,390.5,389.75,388.25,3896168,151269591995000.0,53540,1246236,0.3199
2018-08-01,BPCL,EQ,389.75,395.0,399.9,393.2,397.0,396.0,396.3,4396488,174233646685000.0,68442,1305606,0.297
2018-08-02,BPCL,EQ,396.0,401.4,404.0,397.5,402.1,401.8,401.71,4192400,168414315300000.0,55733,1172665,0.2797
2018-08-03,BPCL,EQ,401.8,398.0,405.0,396.0,400.9,400.95,401.63,2911929,116953217015000.02,38926,1194600,0.41020000000000006
2018-08-06,BPCL,EQ,400.95,400.0,404.0,399.45,400.75,401.0,401.52,1741153,69910993310000.0,21815,696950,0.40030000000000004
2018-08-07,BPCL,EQ,401.0,401.0,402.3,392.6,394.2,394.1,396.5,1905451,75550196915000.0,24585,527123,0.2766
2018-08-08,BPCL,EQ,394.1,395.0,397.85,383.15,388.95,387.3,389.96,4234812,165140204915000.0,45246,798816,0.1886
2018-08-09,BPCL,EQ,387.3,397.5,397.5,385.9,388.75,388.95,389.6,5418177,211093165295000.0,60864,1079321,0.19920000000000002
2018-08-10,BPCL,EQ,388.95,391.45,404.0,387.6,401.0,401.6,396.51,5553298,220191638569999.97,64601,1480705,0.2666
2018-08-13,BPCL,EQ,401.6,400.4,400.4,376.5,378.5,379.7,387.78,4383497,169984955300000.0,58969,1541204,0.35159999999999997
2018-08-14,BPCL,EQ,379.7,382.5,383.45,375.75,376.9,376.65,378.66,4304827,163008527135000.0,51828,1633378,0.37939999999999996
2018-08-16,BPCL,EQ,376.65,380.0,384.0,375.25,378.3,378.3,378.94,3910069,148166812880000.0,86491,1543229,0.3947
2018-08-17,BPCL,EQ,378.3,381.0,381.0,375.1,377.0,377.6,377.88,2717107,102675055860000.0,60413,1028652,0.3786
2018-08-20,BPCL,EQ,377.6,378.1,382.25,374.45,377.0,375.95,378.35,3398521,128584395350000.0,49972,1701789,0.5007
2018-08-21,BPCL,EQ,375.95,378.5,378.5,368.1,369.3,368.75,370.81,5566455,206410242330000.0,71905,2751840,0.4944
2018-08-23,BPCL,EQ,368.75,369.3,369.65,357.0,358.5,357.75,359.58,7090247,254950017305000.03,106515,3070479,0.43310000000000004
2018-08-24,BPCL,EQ,357.75,358.25,362.0,353.5,357.75,356.95,357.33,4865929,173872536965000.0,77863,1857253,0.38170000000000004
2018-08-27,BPCL,EQ,356.95,358.5,362.35,357.0,361.8,361.55,359.78,3173548,114177837315000.02,46329,1317615,0.4152
2018-08-28,BPCL,EQ,361.55,361.55,364.9,357.15,358.8,358.55,360.74,3873689,139740729684999.98,46506,1505757,0.3887
2018-08-29,BPCL,EQ,358.55,358.5,363.3,357.0,361.65,361.7,360.76,3368409,121520060809999.98,40679,1367287,0.40590000000000004
2018-08-30,BPCL,EQ,361.7,359.9,364.5,357.85,362.85,363.35,361.82,4065049,147079683235000.0,40564,1861681,0.45799999999999996
2018-08-31,BPCL,EQ,363.35,356.0,366.3,356.0,361.5,362.1,361.6,6004323,217118687130000.03,87908,3212183,0.535
2018-09-03,BPCL,EQ,362.1,365.5,365.5,358.6,359.8,360.1,362.23,2179617,78951788435000.0,30794,578394,0.26539999999999997
2018-09-04,BPCL,EQ,360.1,358.5,359.85,350.0,350.75,351.3,354.13,3627260,128451423595000.0,52239,1425986,0.3931
2018-09-05,BPCL,EQ,351.3,349.5,355.75,345.5,349.6,349.1,350.1,3936302,137811463565000.02,65749,1156328,0.2938
2018-09-06,BPCL,EQ,349.1,351.15,354.95,349.65,353.0,353.6,352.38,3767662,132765997005000.0,63700,1715816,0.4554
2018-09-07,BPCL,EQ,353.6,355.4,359.5,353.05,356.9,356.95,356.51,3489651,124407806070000.0,56212,1616271,0.4632
2018-09-10,BPCL,EQ,356.95,357.0,357.05,343.5,344.05,344.1,347.63,4834420,168059882330000.0,78324,2361535,0.48850000000000005
2018-09-11,BPCL,EQ,344.1,345.8,349.0,337.1,337.95,338.05,341.76,4888147,167057518105000.0,58520,1391655,0.2847
2018-09-12,BPCL,EQ,338.05,336.7,336.7,324.25,335.35,334.15,330.57,6221211,205655423955000.0,92682,2167959,0.34850000000000003
2018-09-14,BPCL,EQ,334.15,340.15,356.6,340.0,355.25,354.5,349.46,9330736,326069919610000.0,108286,2988960,0.32030000000000003
2018-09-17,BPCL,EQ,354.5,353.05,367.25,348.1,364.2,364.0,361.73,8976872,324717296840000.0,81461,1746639,0.19460000000000002
2018-09-18,BPCL,EQ,364.0,365.0,369.25,352.2,357.0,355.1,361.74,6186710,223798032085000.0,83246,1651907,0.267
2018-09-19,BPCL,EQ,355.1,357.5,366.6,353.65,364.5,365.05,363.42,4710916,171203326960000.0,64760,1194816,0.2536
2018-09-21,BPCL,EQ,365.05,370.15,378.95,361.65,376.0,376.5,373.04,8147865,303948563170000.0,95070,4005764,0.4916
2018-09-24,BPCL,EQ,376.5,375.25,383.45,365.55,368.1,367.4,374.72,6565681,246029337040000.0,86230,1835273,0.2795
2018-09-25,BPCL,EQ,367.4,358.0,365.45,355.1,364.0,364.2,359.49,3946701,141881343670000.0,40709,954678,0.24190000000000003
2018-09-26,BPCL,EQ,364.2,370.8,370.8,361.35,367.65,368.65,365.91,3152317,115346756934999.98,39783,783836,0.2487
2018-09-27,BPCL,EQ,368.65,367.95,374.75,365.3,371.1,372.2,371.26,3431012,127378922580000.0,40889,1171191,0.34140000000000004
2018-09-28,BPCL,EQ,372.2,373.3,377.4,365.65,374.95,374.15,372.56,3814888,142128489045000.0,60061,1707377,0.4476
2018-10-01,BPCL,EQ,374.15,372.0,372.75,360.25,370.0,368.35,364.43,3158157,115093566845000.0,39410,1056702,0.3346
2018-10-03,BPCL,EQ,368.35,362.9,381.8,359.35,377.0,377.85,371.82,4871882,181147586030000.0,76274,913423,0.1875
